date,avg_ole,median_ole,total_production,total_failures,total_downtime,avg_workers,planned_production,hourly_obs,failure_rate,downtime_per_hour,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,temp_c,is_rainy,is_overcast,season
2025-09-10,0.525295127748069,0.36472222222222217,3220.0,66.0,14.0,14.333333333333334,6545.7692307692305,30,0.020496894409937887,0.4666666666666667,Kayseri,2025-09-10,77.1,48.3,63.2,77.1,48.3,63.2,45.2,57.3,0.0,0,0.0,,0.0,0.0,21.9,8.1,6.1,1018.5,9.4,6.2,259.5,22.3,9,,2025-09-10T06:15:06,2025-09-10T18:54:22,0.59,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",17.333333333333332,False,False,Autumn
2025-09-11,0.5911316668081373,0.4002424242424242,3629.0,34.0,0.0,13.642857142857142,5525.7692307692305,30,0.0093689721686415,0.0,Kayseri,2025-09-11,75.3,53.7,64.8,75.3,53.7,64.8,45.3,50.9,0.0,0,0.0,,0.0,0.0,26.4,12.8,306.8,1018.0,25.0,6.2,249.8,21.6,9,,2025-09-11T06:15:59,2025-09-11T18:52:47,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",18.22222222222222,False,False,Autumn
2025-09-12,0.5009808344886777,0.40247474747474754,2752.0,42.0,135.0,13.0,6392.884615384615,30,0.015261627906976744,4.5,Kayseri,2025-09-12,80.7,50.1,65.6,79.4,50.1,65.6,45.4,51.9,0.0,0,0.0,,0.0,0.0,18.1,8.1,14.9,1018.6,12.5,6.2,260.9,22.5,8,,2025-09-12T06:16:52,2025-09-12T18:51:12,0.66,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",18.666666666666664,False,False,Autumn
2025-09-13,0.40196078431372545,0.40196078431372545,820.0,0.0,0.0,,2040.0,2,0.0,0.0,Kayseri,2025-09-13,80.7,50.1,66.3,79.4,50.1,66.1,43.4,47.6,0.02,100,12.5,rain,0.0,0.0,24.2,12.8,17.4,1019.5,17.4,6.2,249.4,21.7,8,,2025-09-13T06:17:45,2025-09-13T18:49:37,0.7,Rain,Clear conditions throughout the day with afternoon rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",19.055555555555557,True,False,Autumn
2025-09-15,0.5428991301907968,0.5242592592592592,2619.0,49.0,420.0,14.75,4537.153846153846,36,0.018709431080565102,11.666666666666666,Kayseri,2025-09-15,84.3,44.7,65.7,81.3,43.3,64.9,32.2,33.6,0.0,0,0.0,,0.0,0.0,18.3,6.9,30.4,1017.5,0.7,6.2,260.2,22.5,9,,2025-09-15T06:19:31,2025-09-15T18:46:25,0.77,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",18.72222222222222,False,False,Autumn
2025-09-16,0.4764870463898242,0.4835555555555555,2350.0,26.0,597.0,14.75,3532.846153846154,36,0.011063829787234043,16.583333333333332,Kayseri,2025-09-16,84.3,48.3,67.6,81.5,46.4,66.9,39.7,38.9,0.0,0,0.0,,0.0,0.0,24.4,11.4,358.2,1016.8,9.4,6.2,253.9,22.0,8,,2025-09-16T06:20:25,2025-09-16T18:44:50,0.81,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",19.777777777777775,False,False,Autumn
2025-09-17,0.48195089124762447,0.5,2692.0,25.0,540.0,14.275862068965518,3824.418060200669,29,0.009286775631500743,18.620689655172413,Kayseri,2025-09-17,84.3,51.9,67.4,81.4,51.9,66.9,41.7,43.8,0.0,0,0.0,,0.0,0.0,16.6,6.9,7.3,1016.0,0.0,6.2,254.4,22.0,8,,2025-09-17T06:21:18,2025-09-17T18:43:14,0.84,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",19.66666666666667,False,False,Autumn
2025-09-18,0.6474492544492545,0.6325000000000001,3318.0,33.0,190.0,14.228571428571428,4888.565217391304,35,0.009945750452079566,5.428571428571429,Kayseri,2025-09-18,75.3,48.3,62.9,75.3,45.7,62.8,39.3,43.9,0.0,0,0.0,,0.0,0.0,34.4,18.3,330.5,1014.8,44.4,6.2,227.6,19.8,7,,2025-09-18T06:22:11,2025-09-18T18:41:38,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",17.166666666666668,False,False,Autumn
2025-09-19,0.6771655953474135,0.675,3169.0,28.0,84.0,14.272727272727273,4573.5,33,0.008835594824865888,2.5454545454545454,Kayseri,2025-09-19,64.5,48.3,57.4,64.5,45.2,57.1,38.6,50.6,0.0,0,0.0,,0.0,0.0,33.8,11.4,332.3,1021.2,62.2,6.2,220.9,19.2,8,,2025-09-19T06:23:04,2025-09-19T18:40:01,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",14.11111111111111,False,False,Autumn
2025-09-22,0.7257283176593521,0.9166666666666666,2570.0,130.0,236.0,16.785714285714285,3508.923974857827,29,0.05058365758754864,8.137931034482758,Kayseri,2025-09-22,75.3,41.1,56.6,75.3,39.2,55.9,33.7,48.8,0.0,0,0.0,,0.0,0.0,15.0,9.2,51.9,1021.0,0.0,6.2,249.1,21.6,8,,2025-09-22T06:25:45,2025-09-22T18:35:13,0.02,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",13.666666666666666,False,False,Autumn
2025-09-23,0.4925414581385543,0.4666666666666667,1841.0,100.0,495.0,16.857142857142858,3582.970588235294,29,0.054318305268875614,17.06896551724138,Kayseri,2025-09-23,80.7,37.5,58.1,78.9,35.1,57.2,28.7,38.9,0.0,0,0.0,,0.0,0.0,16.3,4.7,34.5,1020.4,0.0,6.2,249.5,21.5,8,,2025-09-23T06:26:39,2025-09-23T18:33:37,0.05,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",14.5,False,False,Autumn
2025-09-24,0.7754777094250779,0.8366666666666667,2330.0,72.0,10.0,16.214285714285715,3041.470588235294,28,0.030901287553648068,0.35714285714285715,Kayseri,2025-09-24,84.3,35.7,60.2,81.3,35.7,59.5,24.8,32.8,0.0,0,0.0,,0.0,0.0,17.7,6.9,351.1,1017.5,0.0,6.2,245.5,21.1,8,,2025-09-24T06:27:33,2025-09-24T18:32:01,0.08,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",15.666666666666666,False,False,Autumn
2025-09-25,0.757608034366655,0.9333333333333332,2368.0,113.0,80.0,16.482758620689655,3161.470588235294,29,0.04771959459459459,2.7586206896551726,Kayseri,2025-09-25,82.5,39.3,61.7,80.0,35.9,60.7,26.6,29.9,0.0,0,0.0,,0.0,0.0,23.5,11.4,24.3,1015.7,0.0,6.2,240.7,20.7,8,,2025-09-25T06:28:27,2025-09-25T18:30:26,0.12,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",16.5,False,False,Autumn
2025-09-26,0.5803835212699479,0.6311111111111112,1535.0,44.0,541.0,14.928571428571429,2408.970588235294,19,0.028664495114006514,28.473684210526315,Kayseri,2025-09-26,73.5,42.9,60.0,73.5,40.1,59.8,36.8,43.8,0.0,0,0.0,,0.0,0.0,21.7,15.0,57.3,1018.9,4.7,6.2,235.7,20.4,8,,2025-09-26T06:29:22,2025-09-26T18:28:50,0.15,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",15.555555555555555,False,False,Autumn
2025-09-27,0.1984126984126984,0.0,250.0,5.0,300.0,13.0,210.0,6,0.02,50.0,Kayseri,2025-09-27,69.9,42.9,56.3,69.9,40.1,55.7,40.1,58.0,0.0,0,0.0,,0.0,0.0,18.3,9.2,25.4,1019.8,11.5,6.2,222.8,19.1,8,,2025-09-27T06:30:16,2025-09-27T18:27:15,0.18,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",13.499999999999998,False,False,Autumn
2025-09-29,0.6857927612482966,0.8545454545454545,2151.0,57.0,183.0,15.275862068965518,3018.970588235294,29,0.026499302649930265,6.310344827586207,Kayseri,2025-09-29,80.7,48.3,66.1,79.2,48.3,66.0,41.4,44.6,0.0,0,0.0,,0.0,0.0,33.6,17.2,275.9,1014.9,44.4,6.2,187.7,16.1,7,,2025-09-29T06:32:06,2025-09-29T18:24:05,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",18.944444444444443,False,False,Autumn
2025-09-30,0.6971057436715331,0.8333333333333334,2325.0,59.0,253.0,14.89655172413793,3528.970588235294,26,0.025376344086021504,9.73076923076923,Kayseri,2025-09-30,69.9,51.9,59.0,69.9,51.9,59.0,52.1,79.4,0.064,100,45.83,rain,0.0,0.0,23.0,12.8,274.7,1016.5,96.2,6.2,131.3,11.4,5,,2025-09-30T06:33:01,2025-09-30T18:22:31,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"TUI0000LTAU,TUMU0017196,LTAU",15.0,True,True,Autumn
2025-10-01,0.7338122384438174,0.8722222222222222,2420.0,49.0,273.0,14.285714285714286,3284.470588235294,26,0.02024793388429752,10.5,Kayseri,2025-10-01,68.1,42.9,55.4,68.1,42.9,55.4,45.4,73.5,0.0,0,0.0,,0.0,0.0,15.7,5.8,340.9,1017.0,65.1,5.3,200.6,17.4,7,,2025-10-01T06:33:56,2025-10-01T18:20:56,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",13.0,False,False,Autumn
2025-10-02,0.6186631355793148,0.6833333333333333,2089.0,43.0,490.0,15.241379310344827,3359.470588235294,27,0.0205840114887506,18.14814814814815,Kayseri,2025-10-02,69.9,41.1,55.0,69.9,38.1,54.1,39.3,59.7,0.0,0,0.0,,0.0,0.0,13.0,12.8,55.9,1016.3,16.1,6.2,223.2,19.4,8,,2025-10-02T06:34:51,2025-10-02T18:19:22,0.34,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",12.777777777777779,False,False,Autumn
2025-10-03,0.4451486611265005,0.2187134502923976,1285.0,21.0,510.0,16.0,1601.4705882352941,19,0.01634241245136187,26.842105263157894,Kayseri,2025-10-03,80.7,39.3,59.6,79.2,39.3,59.4,39.7,52.6,0.012,100,12.5,rain,0.0,0.0,26.2,13.9,264.6,1015.1,17.7,6.2,204.3,17.5,7,,2025-10-03T06:35:47,2025-10-03T18:17:49,0.38,Rain,Clear conditions throughout the day with afternoon rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",15.333333333333334,True,False,Autumn
2025-10-04,0.0,0.0,0.0,0.0,510.0,12.0,0.0,9,,56.666666666666664,Kayseri,2025-10-04,84.3,48.3,68.0,81.5,46.4,67.2,43.6,48.0,0.004,100,4.17,rain,0.0,0.0,40.5,15.0,201.1,1017.8,9.4,6.2,206.3,17.7,7,,2025-10-04T06:36:43,2025-10-04T18:16:16,0.41,Rain,Clear conditions throughout the day with afternoon rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",20.0,True,False,Autumn
2025-10-06,0.6400584235708889,0.92,1810.0,15.0,345.0,18.42105263157895,2696.470588235294,19,0.008287292817679558,18.157894736842106,Kayseri,2025-10-06,77.1,42.9,60.8,77.1,40.1,60.4,41.3,52.6,0.0,0,0.0,,0.0,0.0,15.4,9.2,294.1,1015.5,12.5,6.2,205.1,17.6,7,,2025-10-06T06:38:36,2025-10-06T18:13:11,0.47,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",16.0,False,False,Autumn
2025-10-07,0.8704228064005627,0.8500000000000001,2406.0,9.0,0.0,18.954545454545453,2696.470588235294,22,0.003740648379052369,0.0,Kayseri,2025-10-07,77.1,41.1,61.1,77.1,41.1,61.0,41.0,52.5,0.0,0,0.0,,0.0,0.0,26.6,16.1,171.6,1012.3,0.0,6.2,208.4,18.0,7,,2025-10-07T06:39:33,2025-10-07T18:11:39,0.5,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",16.166666666666668,False,False,Autumn
2025-10-08,0.5151905175716461,0.2893617021276595,1655.0,15.0,510.0,22.307692307692307,1766.4705882352941,23,0.00906344410876133,22.17391304347826,Kayseri,2025-10-08,73.5,46.5,61.0,73.5,46.5,61.0,43.5,54.2,0.044,100,25.0,rain,0.0,0.0,41.8,19.7,185.5,1010.9,51.6,6.2,157.4,13.6,6,,2025-10-08T06:40:30,2025-10-08T18:10:08,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",16.11111111111111,True,False,Autumn
2025-10-09,0.514521923343385,0.2904761904761904,1705.0,31.0,525.0,20.0,1886.4705882352941,23,0.01818181818181818,22.82608695652174,Kayseri,2025-10-09,60.9,42.9,54.9,60.9,42.9,54.9,41.8,62.4,0.422,100,62.5,rain,0.0,0.0,33.3,17.2,289.2,1015.4,82.3,6.2,125.7,10.9,4,,2025-10-09T06:41:28,2025-10-09T18:08:38,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"TUI0000LTAU,TUMU0017196,LTAU",12.722222222222221,True,True,Autumn
2025-10-10,0.13464052287581693,0.1147058823529411,412.0,0.0,0.0,,3060.0,3,0.0,0.0,Kayseri,2025-10-10,62.7,39.3,50.4,62.7,39.3,50.1,37.6,64.9,0.004,100,4.17,rain,0.0,0.0,21.5,11.4,296.7,1022.9,55.0,6.2,130.8,11.4,4,,2025-10-10T06:42:25,2025-10-10T18:07:08,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",10.222222222222221,True,False,Autumn
2025-10-13,0.8643887599398237,1.0416666666666667,1988.0,38.0,122.0,19.7,2186.470588235294,20,0.019114688128772636,6.1,Kayseri,2025-10-13,59.1,37.5,47.9,59.1,35.1,47.2,36.4,67.3,0.0,0,0.0,,0.0,0.0,13.9,6.9,289.7,1020.6,40.9,6.2,195.1,16.9,7,,2025-10-13T06:45:20,2025-10-13T18:02:42,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",8.833333333333334,False,False,Autumn
2025-10-14,0.4047118553960659,0.23128654970760232,802.0,15.0,530.0,16.75,1113.1597774244833,20,0.018703241895261846,26.5,Kayseri,2025-10-14,64.5,33.9,48.2,64.5,28.6,47.0,35.5,65.1,0.0,0,0.0,,0.0,0.0,14.3,6.9,18.7,1019.9,10.5,6.2,191.6,16.6,7,,2025-10-14T06:46:19,2025-10-14T18:01:15,0.75,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",9.000000000000002,False,False,Autumn
2025-10-15,0.7287600673789659,0.9727777777777776,1216.0,21.0,120.0,17.153846153846153,1853.328550093256,13,0.017269736842105265,9.23076923076923,Kayseri,2025-10-15,66.3,33.9,48.3,66.3,29.6,47.2,34.2,63.4,0.0,0,0.0,,0.0,0.0,13.4,5.8,43.3,1020.1,10.5,6.2,193.8,16.7,7,,2025-10-15T06:47:19,2025-10-15T17:59:48,0.79,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",9.055555555555554,False,False,Autumn
2025-10-16,0.6245802833530106,0.8333333333333334,1800.0,52.0,435.0,19.318181818181817,2420.470588235294,22,0.028888888888888888,19.772727272727273,Kayseri,2025-10-16,68.1,35.7,50.7,68.1,30.8,49.7,33.7,56.9,0.0,0,0.0,,0.0,0.0,12.1,8.1,58.7,1021.0,4.2,6.2,191.1,16.6,7,,2025-10-16T06:48:18,2025-10-16T17:58:22,0.82,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",10.388888888888891,False,False,Autumn
2025-10-17,0.6239113215233855,0.8055555555555556,1606.0,30.0,321.0,20.0,2214.9411764705883,19,0.0186799501867995,16.894736842105264,Kayseri,2025-10-17,69.9,37.5,53.0,69.9,35.1,52.3,35.9,56.2,0.0,0,0.0,,0.0,0.0,11.2,6.9,15.3,1022.7,0.0,6.2,190.5,16.5,7,,2025-10-17T06:49:18,2025-10-17T17:56:58,0.86,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",11.666666666666666,False,False,Autumn
2025-10-18,0.0,0.0,0.0,0.0,510.0,17.0,0.0,9,,56.666666666666664,Kayseri,2025-10-18,71.7,35.7,52.6,71.7,33.8,52.1,33.2,53.4,0.0,0,0.0,,0.0,0.0,16.6,10.3,335.0,1021.8,0.0,6.2,187.7,16.4,7,,2025-10-18T06:50:19,2025-10-18T17:55:34,0.89,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",11.444444444444445,False,False,Autumn
2025-10-20,0.5807677739258433,0.8485185185185187,1248.0,57.0,450.0,14.727272727272727,2027.8390259329537,22,0.04567307692307692,20.454545454545453,Kayseri,2025-10-20,62.7,44.7,55.2,62.7,44.7,55.2,47.7,77.1,0.056,100,50.0,rain,0.0,0.0,25.3,12.8,291.7,1017.1,91.5,6.1,112.5,9.7,5,,2025-10-20T06:52:21,2025-10-20T17:52:48,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"TUI0000LTAU,TUMU0017196,LTAU",12.888888888888891,True,True,Autumn
2025-10-21,0.7513305472399197,0.8525000000000001,1206.0,35.0,24.0,19.0,2041.5351043643263,11,0.02902155887230514,2.1818181818181817,Kayseri,2025-10-21,64.5,39.3,50.2,64.5,38.0,49.5,37.6,66.7,0.0,0,0.0,,0.0,0.0,15.0,8.1,356.1,1018.1,34.6,6.2,167.6,14.6,6,,2025-10-21T06:53:22,2025-10-21T17:51:27,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",10.111111111111112,False,False,Autumn
2025-10-22,0.6440637471203261,0.8833333333333333,1710.0,32.0,300.0,18.7,2432.470588235294,20,0.01871345029239766,15.0,Kayseri,2025-10-22,68.1,35.7,52.7,68.1,33.0,51.7,39.8,63.2,0.016,100,16.67,rain,0.0,0.0,30.0,10.3,40.8,1019.3,70.7,6.2,134.8,11.6,5,,2025-10-22T06:54:24,2025-10-22T17:50:07,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",11.500000000000002,True,False,Autumn
2025-10-23,0.631126528442318,0.8333333333333334,1742.0,46.0,360.0,17.80952380952381,2432.470588235294,21,0.02640642939150402,17.142857142857142,Kayseri,2025-10-23,73.5,42.9,57.7,73.5,42.9,57.6,42.0,62.3,0.0,0,0.0,,0.0,0.0,28.4,13.9,294.0,1018.9,71.9,6.1,143.2,12.3,6,,2025-10-23T06:55:26,2025-10-23T17:48:48,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",14.277777777777779,False,False,Autumn
2025-10-24,0.6253806884020952,0.914,1600.0,31.0,364.0,18.944444444444443,2214.9411764705883,18,0.019375,20.22222222222222,Kayseri,2025-10-24,75.3,41.1,59.0,75.3,41.1,59.0,38.0,50.7,0.008,100,8.33,rain,0.0,0.0,30.9,16.1,265.9,1016.4,39.0,6.2,137.7,12.0,6,,2025-10-24T06:56:28,2025-10-24T17:47:30,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",15.0,True,False,Autumn
2025-10-25,0.0,0.0,0.0,0.0,510.0,16.0,612.0,1,,510.0,Kayseri,2025-10-25,69.9,46.5,58.6,69.9,44.3,58.4,40.5,52.6,0.0,0,0.0,,0.0,0.0,24.2,10.3,326.7,1016.1,58.0,6.2,145.6,12.7,6,,2025-10-25T06:57:31,2025-10-25T17:46:13,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",14.777777777777779,False,False,Autumn
2025-10-30,0.45524691358024694,0.0,255.0,0.0,300.0,18.0,612.0,9,0.0,33.333333333333336,Kayseri,2025-10-30,62.7,32.1,45.2,62.7,27.5,43.6,34.0,70.2,0.0,0,0.0,,0.0,0.0,11.9,6.9,57.8,1024.6,0.0,6.2,168.2,14.6,6,,2025-10-30T07:02:50,2025-10-30T17:40:06,0.29,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",7.333333333333335,False,False,Autumn
2025-10-31,0.3575102880658436,0.0,175.0,0.0,375.0,15.0,576.0,9,0.0,41.666666666666664,Kayseri,2025-10-31,68.1,32.1,46.7,68.1,27.8,45.0,29.7,59.4,0.0,0,0.0,,0.0,0.0,13.2,6.9,50.4,1023.4,0.0,6.2,168.7,14.6,6,,2025-10-31T07:03:54,2025-10-31T17:38:57,0.33,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",8.166666666666668,False,False,Autumn
2025-11-03,0.6091343826157927,0.8333333333333334,1078.0,35.0,850.0,15.526315789473685,1762.1709062003179,19,0.032467532467532464,44.73684210526316,Kayseri,2025-11-03,71.7,35.7,51.7,71.7,33.0,50.9,26.6,42.3,0.0,0,0.0,,0.0,0.0,11.4,8.1,47.5,1023.3,15.6,6.1,153.1,13.2,6,,2025-11-03T07:07:10,2025-11-03T17:35:37,0.43,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",10.944444444444446,False,False,Autumn
2025-11-04,0.4001941576429111,0.0,820.0,49.0,77.0,14.1,1787.7949125596183,19,0.05975609756097561,4.052631578947368,Kayseri,2025-11-04,62.7,42.9,52.1,62.7,39.3,51.8,34.4,51.4,0.118,100,33.33,rain,0.0,0.0,13.4,6.9,51.7,1023.1,72.5,6.2,109.5,9.4,5,,2025-11-04T07:08:15,2025-11-04T17:34:33,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"TUI0000LTAU,TUMU0017196,LTAU",11.166666666666666,True,False,Autumn
2025-11-05,0.8165205844222465,1.031111111111111,1455.0,39.0,210.0,15.0,1806.7982909379966,19,0.026804123711340205,11.052631578947368,Kayseri,2025-11-05,68.1,32.1,48.8,68.1,27.5,48.0,35.5,64.4,0.0,0,0.0,,0.0,0.0,10.5,8.1,50.2,1022.4,2.1,6.1,153.5,13.3,6,,2025-11-05T07:09:21,2025-11-05T17:33:30,0.5,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",9.333333333333332,False,False,Autumn
2025-11-06,0.7776756158071948,0.8958333333333335,1686.0,39.0,110.0,15.35,2285.577731092437,20,0.023131672597864767,5.5,Kayseri,2025-11-06,69.9,41.1,53.2,69.9,38.0,52.6,36.8,56.9,0.024,100,16.67,rain,0.0,0.0,25.7,12.8,56.9,1019.2,55.5,6.2,125.7,10.9,5,,2025-11-06T07:10:27,2025-11-06T17:32:29,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"TUI0000LTAU,TUMU0017196,LTAU",11.777777777777779,True,False,Autumn
2025-11-07,0.6894737368658937,0.8333333333333334,1695.0,15.0,188.0,13.95,2423.9495798319326,20,0.008849557522123894,9.4,Kayseri,2025-11-07,77.1,51.9,62.8,77.1,51.9,62.8,31.1,33.1,0.0,0,0.0,,0.0,0.0,33.6,16.1,99.1,1018.5,42.0,6.2,141.8,12.2,6,,2025-11-07T07:11:33,2025-11-07T17:31:30,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",17.11111111111111,False,False,Autumn
2025-11-08,0.589563492063492,0.6547619047619048,610.0,0.0,60.0,16.0,1020.0,10,0.0,6.0,Kayseri,2025-11-08,69.9,41.1,54.6,69.9,41.1,54.5,33.1,46.1,0.012,100,8.33,rain,0.0,0.0,26.2,6.9,271.7,1021.5,10.9,5.7,132.8,11.5,5,,2025-11-08T07:12:40,2025-11-08T17:30:32,0.6,Rain,Clear conditions throughout the day with afternoon rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",12.555555555555555,True,False,Autumn
2025-11-10,0.42255141220053494,0.0,1420.0,14.0,710.0,17.80952380952381,2344.470588235294,21,0.009859154929577466,33.80952380952381,Kayseri,2025-11-10,71.7,33.9,51.6,71.7,33.0,51.1,31.3,50.6,0.0,0,0.0,,0.0,0.0,17.9,5.8,52.2,1022.1,15.8,5.6,143.3,12.3,6,,2025-11-10T07:14:52,2025-11-10T17:28:42,0.66,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",10.88888888888889,False,False,Autumn
2025-11-11,0.5776785186872906,0.7777777777777778,1521.0,22.0,431.0,20.214285714285715,2249.470588235294,21,0.014464168310322156,20.523809523809526,Kayseri,2025-11-11,66.3,42.9,53.4,66.3,42.9,53.3,34.9,51.2,0.016,100,12.5,rain,0.0,0.0,35.1,18.3,154.8,1017.6,89.2,5.2,87.7,7.4,4,,2025-11-11T07:15:59,2025-11-11T17:27:49,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",11.88888888888889,True,True,Autumn
2025-11-12,0.9302659760674115,1.0079166666666666,1722.0,47.0,168.0,17.863636363636363,2090.3031381765395,22,0.0272938443670151,7.636363636363637,Kayseri,2025-11-12,64.5,39.3,52.7,64.5,37.2,52.3,39.3,61.8,0.016,100,16.67,rain,0.0,0.0,15.7,8.1,318.6,1019.0,81.0,5.9,126.5,11.0,5,,2025-11-12T07:17:05,2025-11-12T17:26:58,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",11.500000000000002,True,True,Autumn
2025-11-13,0.756903664886121,0.9455555555555556,1323.0,43.0,312.0,15.047619047619047,1805.7949125596183,21,0.03250188964474679,14.857142857142858,Kayseri,2025-11-13,55.5,48.3,51.2,55.5,46.4,51.0,45.2,80.6,0.348,100,79.17,rain,0.0,0.0,18.1,8.1,19.3,1019.9,97.9,5.9,96.5,8.3,4,,2025-11-13T07:18:12,2025-11-13T17:26:09,0.77,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"TUI0000LTAU,TUMU0017196,LTAU",10.666666666666668,True,True,Autumn
2025-11-14,0.7253689720575042,0.9680555555555557,1305.0,23.0,365.0,16.526315789473685,1712.2058823529412,20,0.017624521072796936,18.25,Kayseri,2025-11-14,48.3,39.3,45.2,46.5,39.2,43.5,41.3,86.1,0.306,100,87.5,rain,0.0,0.0,18.6,9.2,347.4,1017.0,97.8,5.9,86.2,7.4,4,,2025-11-14T07:19:18,2025-11-14T17:25:21,0.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"TUI0000LTAU,TUMU0017196,LTAU",7.333333333333335,True,True,Autumn
