date,avg_ole,median_ole,total_production,total_failures,total_downtime,avg_workers,planned_production,hourly_obs,failure_rate,downtime_per_hour,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,temp_c,is_rainy,is_overcast,season
2025-07-08,0.7823621399176953,0.8333333333333334,2787.0,43.0,146.0,23.0,3619.090909090909,27,0.015428776462145676,5.407407407407407,Kayseri,2025-07-08,91.5,51.9,74.6,87.4,51.9,73.2,42.8,37.9,0.0,0,0.0,,0.0,0.0,27.1,9.2,16.5,1011.2,6.3,6.2,355.8,30.8,10,,2025-07-08T05:20:56,2025-07-08T20:05:18,0.42,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",23.666666666666664,False,False,Summer
2025-07-09,0.8115775034293553,0.8333333333333334,2843.0,24.0,77.0,23.333333333333332,3619.090909090909,27,0.008441786844882167,2.8518518518518516,Kayseri,2025-07-09,95.1,57.3,77.9,90.3,57.3,76.0,35.7,25.9,0.0,0,0.0,,0.0,0.0,28.2,12.7,333.7,1009.9,0.0,6.2,357.3,30.9,10,,2025-07-09T05:21:33,2025-07-09T20:04:57,0.45,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",25.500000000000004,False,False,Summer
2025-07-10,0.6450288065843621,0.7088888888888889,2676.0,24.0,370.0,22.666666666666668,3619.090909090909,27,0.008968609865470852,13.703703703703704,Kayseri,2025-07-10,96.9,60.9,79.8,92.1,60.9,77.7,40.9,30.0,0.0,0,0.0,,0.0,0.0,18.3,16.1,53.3,1009.1,0.0,6.2,356.2,30.7,10,,2025-07-10T05:22:12,2025-07-10T20:04:35,0.5,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",26.555555555555557,False,False,Summer
2025-07-11,0.7807010582010582,0.7686666666666666,2777.0,22.0,95.0,23.785714285714285,3673.6363636363635,28,0.00792221822110191,3.392857142857143,Kayseri,2025-07-11,98.7,68.1,84.3,93.8,68.1,82.0,43.1,26.8,0.0,0,0.0,,0.0,0.0,18.3,12.7,40.1,1010.1,10.5,6.2,344.7,29.9,10,,2025-07-11T05:22:51,2025-07-11T20:04:11,0.52,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",29.055555555555557,False,False,Summer
2025-07-12,0.693636574074074,0.6777222222222221,1927.0,28.0,8.0,25.0,2809.090909090909,16,0.014530358069538143,0.5,Kayseri,2025-07-12,100.5,66.3,85.4,96.4,66.3,83.1,44.4,26.2,0.0,0,0.0,,0.0,0.0,14.5,8.1,43.5,1012.3,8.4,6.2,338.3,29.3,10,,2025-07-12T05:23:32,2025-07-12T20:03:44,0.55,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",29.666666666666668,False,False,Summer
2025-07-14,1.0277777777777777,1.0,517.0,0.0,0.0,15.0,510.0,9,0.0,0.0,Kayseri,2025-07-14,96.9,64.5,81.6,92.9,64.5,79.7,43.8,28.9,0.0,0,0.0,,0.0,0.0,28.0,12.8,64.0,1014.0,1.1,6.2,338.8,29.4,10,,2025-07-14T05:24:56,2025-07-14T20:02:46,0.63,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",27.555555555555554,False,False,Summer
2025-07-16,0.7463205619412515,0.8066666666666666,2814.0,33.0,14.0,23.20689655172414,3984.5454545454545,29,0.011727078891257996,0.4827586206896552,Kayseri,2025-07-16,89.7,64.5,77.3,86.3,64.5,76.2,50.7,43.4,0.0,0,0.0,,0.0,0.0,26.4,16.1,345.6,1010.3,37.8,6.2,322.5,27.9,10,,2025-07-16T05:26:23,2025-07-16T20:01:41,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",25.166666666666668,False,False,Summer
2025-07-17,0.7618045977011494,0.8653333333333333,2883.0,19.0,93.0,23.551724137931036,3905.4545454545455,29,0.0065903572667360385,3.206896551724138,Kayseri,2025-07-17,93.3,59.1,77.3,89.1,59.1,75.9,44.9,35.7,0.0,0,0.0,,0.0,0.0,20.6,8.1,23.5,1013.2,10.5,6.2,346.5,29.8,10,,2025-07-17T05:27:08,2025-07-17T20:01:06,0.73,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",25.166666666666668,False,False,Summer
2025-07-18,0.5064833059660645,0.6285714285714286,2470.0,27.0,514.0,23.551724137931036,3973.6363636363635,29,0.010931174089068825,17.724137931034484,Kayseri,2025-07-18,95.1,64.5,80.9,90.8,64.5,79.2,44.6,30.6,0.0,0,0.0,,0.0,0.0,34.4,20.8,19.3,1013.3,33.2,6.2,330.2,28.6,10,,2025-07-18T05:27:53,2025-07-18T20:00:29,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",27.16666666666667,False,False,Summer
2025-07-19,0.0,0.0,0.0,0.0,510.0,17.0,510.0,9,,56.666666666666664,Kayseri,2025-07-19,93.3,69.9,81.2,89.9,69.9,79.9,51.0,37.4,0.0,0,0.0,,0.0,0.0,23.7,15.0,8.1,1012.2,55.6,6.2,324.3,27.9,9,,2025-07-19T05:28:40,2025-07-19T19:59:50,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",27.333333333333332,False,False,Summer
2025-07-21,0.4846316872427983,0.44,1500.0,17.0,510.0,27.0,2064.5454545454545,18,0.011333333333333334,28.333333333333332,Kayseri,2025-07-21,91.5,60.9,78.4,87.4,60.9,76.8,47.3,39.0,0.0,0,0.0,,0.0,0.0,24.2,9.2,8.9,1012.0,9.4,6.2,343.7,29.5,10,,2025-07-21T05:30:14,2025-07-21T19:58:27,0.88,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",25.777777777777782,False,False,Summer
2025-07-22,0.9283209876543209,0.9937777777777779,1918.0,10.0,72.0,21.0,2064.5454545454545,18,0.005213764337851929,4.0,Kayseri,2025-07-22,95.1,62.7,79.6,90.7,62.7,77.9,45.8,33.7,0.0,0,0.0,,0.0,0.0,19.5,10.3,22.6,1013.8,4.2,6.2,345.8,29.7,10,,2025-07-22T05:31:03,2025-07-22T19:57:43,0.91,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",26.444444444444443,False,False,Summer
2025-07-23,0.8199801587301587,0.9280555555555554,2877.0,27.0,25.0,22.821428571428573,3782.7272727272725,28,0.009384775808133473,0.8928571428571429,Kayseri,2025-07-23,96.9,62.7,81.5,92.3,62.7,79.6,46.1,32.7,0.0,0,0.0,,0.0,0.0,27.1,11.4,35.4,1013.0,0.0,6.2,344.1,29.7,10,,2025-07-23T05:31:51,2025-07-23T19:56:57,0.95,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",27.5,False,False,Summer
2025-07-24,0.7481241025641026,0.748,2415.0,14.0,102.0,21.72,3619.090909090909,25,0.005797101449275362,4.08,Kayseri,2025-07-24,95.1,59.1,77.9,91.0,59.1,76.6,48.1,38.9,0.0,0,0.0,,0.0,0.0,29.8,18.3,35.3,1012.0,0.0,6.2,347.3,29.8,10,,2025-07-24T05:32:41,2025-07-24T19:56:10,0.0,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",25.500000000000004,False,False,Summer
2025-07-25,0.3333333333333333,0.0,180.0,0.0,315.0,16.0,510.0,9,0.0,35.0,Kayseri,2025-07-25,91.5,51.9,73.8,88.8,51.9,73.0,49.5,45.3,0.0,0,0.0,,0.0,0.0,31.3,15.0,51.4,1012.3,0.0,6.2,340.8,29.4,10,,2025-07-25T05:33:30,2025-07-25T19:55:20,0.02,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",23.22222222222222,False,False,Summer
2025-07-26,0.0,0.0,0.0,0.0,510.0,16.0,510.0,9,,56.666666666666664,Kayseri,2025-07-26,93.3,59.1,76.2,90.2,59.1,75.3,51.5,45.3,0.0,0,0.0,,0.0,0.0,27.3,12.7,71.9,1012.9,0.0,6.2,330.7,28.7,10,,2025-07-26T05:34:21,2025-07-26T19:54:30,0.05,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",24.555555555555557,False,False,Summer
2025-07-28,0.39344444444444443,0.0,1094.0,4.0,281.0,19.31578947368421,3291.818181818182,27,0.003656307129798903,10.407407407407407,Kayseri,2025-07-28,104.1,68.1,87.8,100.3,68.1,86.1,52.4,33.9,0.0,0,0.0,,0.0,0.0,18.6,12.7,349.8,1006.4,25.7,6.2,299.2,25.8,10,,2025-07-28T05:36:02,2025-07-28T19:52:43,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",31.0,False,False,Summer
2025-07-29,0.5530946368446369,0.775,2071.0,40.0,251.0,21.5,3685.1383399209485,28,0.01931434089811685,8.964285714285714,Kayseri,2025-07-29,102.3,71.5,87.8,99.9,71.5,87.1,58.9,42.0,0.0,0,0.0,,0.0,0.0,18.6,12.7,259.5,1007.3,40.8,6.2,290.0,25.1,8,,2025-07-29T05:36:54,2025-07-29T19:51:48,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",31.0,False,False,Summer
2025-07-30,0.8003407639614536,0.8333333333333334,3622.0,43.0,103.0,21.620689655172413,4506.04743083004,29,0.011871893981225842,3.5517241379310347,Kayseri,2025-07-30,102.3,66.3,86.1,98.5,66.3,84.6,54.1,38.8,0.0,0,0.0,,0.0,0.0,23.0,11.4,241.4,1009.9,34.0,6.2,280.6,24.2,8,,2025-07-30T05:37:45,2025-07-30T19:50:51,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",30.055555555555557,False,False,Summer
2025-07-31,0.7201600529100529,0.7565555555555554,2959.0,24.0,213.0,20.178571428571427,4160.197628458498,28,0.008110848259547145,7.607142857142857,Kayseri,2025-07-31,98.7,64.5,82.4,95.7,64.5,81.4,54.5,40.9,0.0,0,0.0,,0.0,0.0,19.0,10.3,315.5,1009.4,32.5,6.2,263.8,22.7,9,,2025-07-31T05:38:37,2025-07-31T19:49:53,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",28.000000000000004,False,False,Summer
2025-08-01,0.5360093795093795,0.5416666666666667,2240.0,60.0,311.0,19.142857142857142,4108.863636363636,28,0.026785714285714284,11.107142857142858,Kayseri,2025-08-01,96.9,68.1,82.3,96.7,68.1,82.2,58.2,45.8,0.0,0,0.0,,0.0,0.0,28.9,16.1,58.7,1006.7,47.9,6.2,278.0,23.9,9,,2025-08-01T05:39:30,2025-08-01T19:48:53,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",27.944444444444443,False,False,Summer
2025-08-02,0.629037037037037,0.5982777777777777,880.0,51.0,5.0,19.0,1404.5454545454545,8,0.05795454545454545,0.625,Kayseri,2025-08-02,89.7,68.1,78.4,90.5,68.1,78.6,62.9,60.8,0.004,100,4.17,rain,0.0,0.0,27.7,12.8,308.8,1009.5,59.0,6.2,216.4,18.8,7,,2025-08-02T05:40:22,2025-08-02T19:47:51,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",25.777777777777782,True,False,Summer
2025-08-04,0.7893088624338624,0.9228888888888889,3178.0,55.0,42.0,21.142857142857142,4306.95652173913,28,0.017306482064191317,1.5,Kayseri,2025-08-04,93.3,68.1,80.5,91.0,68.1,79.8,58.1,49.7,0.0,0,0.0,,0.0,0.0,20.8,12.7,356.7,1014.3,18.3,6.2,288.2,25.0,9,,2025-08-04T05:42:08,2025-08-04T19:45:44,0.34,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",26.944444444444443,False,False,Summer
2025-08-05,0.6042975734355045,0.75,2901.0,41.0,323.0,22.275862068965516,4558.339920948617,29,0.014133057566356428,11.137931034482758,Kayseri,2025-08-05,95.1,60.9,79.6,92.4,60.9,78.7,55.6,48.1,0.0,0,0.0,,0.0,0.0,23.0,16.1,23.8,1015.2,9.4,6.2,322.7,28.0,10,,2025-08-05T05:43:01,2025-08-05T19:44:38,0.37,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",26.444444444444443,False,False,Summer
2025-08-06,0.7984695767195766,0.8280555555555555,2865.0,31.0,14.0,21.428571428571427,3823.6363636363635,28,0.010820244328097731,0.5,Kayseri,2025-08-06,96.9,66.3,81.4,93.8,66.3,80.3,54.5,44.5,0.0,0,0.0,,0.0,0.0,21.9,11.4,34.4,1013.6,5.2,6.2,325.0,28.0,10,,2025-08-06T05:43:55,2025-08-06T19:43:32,0.4,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",27.444444444444446,False,False,Summer
2025-08-07,0.8526117496807152,0.9003703703703704,3235.0,40.0,70.0,22.96551724137931,3919.090909090909,29,0.012364760432766615,2.413793103448276,Kayseri,2025-08-07,95.1,62.7,79.9,92.8,62.7,78.8,53.3,43.6,0.0,0,0.0,,0.0,0.0,24.2,12.7,15.6,1012.3,16.2,6.2,302.8,26.2,10,,2025-08-07T05:44:48,2025-08-07T19:42:23,0.44,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",26.611111111111114,False,False,Summer
2025-08-08,0.7626019453797231,0.8944444444444445,2423.0,86.0,287.0,21.666666666666668,3318.727272727273,27,0.03549319026000825,10.62962962962963,Kayseri,2025-08-08,91.5,57.3,76.8,89.2,57.3,76.3,53.9,46.8,0.0,0,0.0,,0.0,0.0,27.5,16.1,66.5,1015.8,17.8,6.2,280.5,24.2,9,,2025-08-08T05:45:42,2025-08-08T19:41:14,0.47,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",24.88888888888889,False,False,Summer
2025-08-09,0.3814814814814815,0.0,206.0,0.0,300.0,19.0,510.0,9,0.0,33.333333333333336,Kayseri,2025-08-09,91.5,64.5,77.6,88.5,64.5,76.7,55.1,49.5,0.0,0,0.0,,0.0,0.0,24.6,12.8,70.8,1019.5,7.3,6.2,319.4,27.8,9,,2025-08-09T05:46:35,2025-08-09T19:40:03,0.5,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",25.33333333333333,False,False,Summer
2025-08-11,0.8634405162738497,0.9166666666666666,2910.0,61.0,0.0,21.333333333333332,3441.521739130435,27,0.020962199312714775,0.0,Kayseri,2025-08-11,89.7,53.7,73.7,85.7,53.7,72.7,41.3,39.2,0.0,0,0.0,,0.0,0.0,24.2,10.3,357.1,1018.3,0.0,6.2,328.2,28.5,10,,2025-08-11T05:48:23,2025-08-11T19:37:38,0.57,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",23.166666666666668,False,False,Summer
2025-08-12,0.9234726275096646,0.9757575757575758,3070.0,95.0,47.0,22.333333333333332,3421.9565217391305,27,0.030944625407166124,1.7407407407407407,Kayseri,2025-08-12,87.9,53.7,72.3,84.2,53.7,71.3,38.1,34.7,0.0,0,0.0,,0.0,0.0,24.8,12.7,47.4,1019.4,0.0,6.2,328.3,28.4,10,,2025-08-12T05:49:17,2025-08-12T19:36:24,0.61,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",22.38888888888889,False,False,Summer
2025-08-13,0.8840747126436782,0.9066666666666666,3783.0,57.0,75.0,21.103448275862068,4291.521739130435,29,0.01506740681998414,2.586206896551724,Kayseri,2025-08-13,89.7,53.7,73.4,85.8,53.7,72.3,44.0,40.3,0.0,0,0.0,,0.0,0.0,21.5,8.1,4.1,1020.3,0.0,6.2,328.8,28.5,10,,2025-08-13T05:50:10,2025-08-13T19:35:08,0.65,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",23.000000000000004,False,False,Summer
2025-08-14,1.0574074074074074,1.0833333333333333,537.0,0.0,0.0,21.0,510.0,9,0.0,0.0,Kayseri,2025-08-14,93.3,51.9,74.2,88.8,51.9,72.7,35.1,33.6,0.0,0,0.0,,0.0,0.0,21.9,8.1,6.4,1019.0,0.0,6.2,328.6,28.5,10,,2025-08-14T05:51:04,2025-08-14T19:33:52,0.68,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",23.444444444444443,False,False,Summer
2025-08-15,0.4938271604938272,0.0,230.0,0.0,300.0,19.0,510.0,9,0.0,33.333333333333336,Kayseri,2025-08-15,95.1,55.5,76.8,90.2,55.5,75.1,35.6,28.0,0.0,0,0.0,,0.0,0.0,25.3,13.9,41.9,1014.9,0.0,6.2,320.4,27.6,10,,2025-08-15T05:51:58,2025-08-15T19:32:34,0.72,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",24.88888888888889,False,False,Summer
2025-08-16,0.787037037037037,0.8333333333333334,400.0,0.0,75.0,20.0,510.0,9,0.0,8.333333333333334,Kayseri,2025-08-16,87.9,59.1,73.7,84.4,59.1,72.7,44.9,39.8,0.0,0,0.0,,0.0,0.0,24.2,16.1,72.2,1012.2,0.0,6.2,319.6,27.5,10,,2025-08-16T05:52:52,2025-08-16T19:31:16,0.75,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",23.166666666666668,False,False,Summer
2025-08-18,0.0,0.0,0.0,0.0,510.0,13.0,510.0,9,,56.666666666666664,Kayseri,2025-08-18,95.1,51.9,75.8,90.5,51.9,74.2,38.5,29.8,0.0,0,0.0,,0.0,0.0,16.6,12.7,21.1,1011.2,7.3,6.2,313.0,26.9,9,,2025-08-18T05:54:40,2025-08-18T19:28:35,0.82,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",24.333333333333332,False,False,Summer
2025-08-19,0.0,0.0,0.0,0.0,510.0,17.0,510.0,9,,56.666666666666664,Kayseri,2025-08-19,89.7,57.3,76.3,86.5,57.3,75.2,48.4,39.9,0.0,0,0.0,,0.0,0.0,24.6,10.3,308.6,1011.1,9.7,6.2,305.5,26.4,9,,2025-08-19T05:55:34,2025-08-19T19:27:14,0.86,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",24.61111111111111,False,False,Summer
2025-08-20,0.4660493827160494,0.6666666666666666,480.0,0.0,105.0,19.0,1020.0,9,0.0,11.666666666666666,Kayseri,2025-08-20,89.7,62.7,75.7,86.5,62.7,74.7,50.7,45.2,0.0,0,0.0,,0.0,0.0,30.6,8.1,351.8,1010.3,9.4,6.2,280.5,24.2,9,,2025-08-20T05:56:28,2025-08-20T19:25:51,0.9,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",24.27777777777778,False,False,Summer
2025-08-21,0.20185185185185184,0.0,218.0,0.0,300.0,16.0,1020.0,9,0.0,33.333333333333336,Kayseri,2025-08-21,87.9,62.7,75.6,84.2,62.7,74.5,45.6,39.6,0.0,0,0.0,,0.0,0.0,23.3,12.7,353.8,1013.7,8.4,6.2,309.1,26.6,9,,2025-08-21T05:57:21,2025-08-21T19:24:28,0.93,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",24.222222222222218,False,False,Summer
2025-08-22,0.0,0.0,0.0,0.0,510.0,,510.0,9,,56.666666666666664,Kayseri,2025-08-22,91.5,57.3,74.2,87.3,57.3,72.8,43.1,38.6,0.0,0,0.0,,0.0,0.0,19.7,9.2,321.7,1014.5,0.0,6.2,309.5,26.7,9,,2025-08-22T05:58:15,2025-08-22T19:23:04,0.97,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",23.444444444444443,False,False,Summer
2025-08-25,0.2312780583613917,0.0,639.0,9.0,621.0,23.5,1878.0,18,0.014084507042253521,34.5,Kayseri,2025-08-25,86.1,62.7,73.4,84.3,62.7,73.0,53.6,52.1,0.0,0,0.0,,0.0,0.0,25.7,15.0,64.7,1014.2,10.4,6.2,287.1,25.1,9,,2025-08-25T06:00:56,2025-08-25T19:18:47,0.07,Clear,Clear conditions throughout the day.,clear-day,"17193099999,TUI0000LTAU,TUMU0017196,17195099999,LTAU",23.000000000000004,False,False,Summer
2025-08-26,0.364470008729268,0.3333333333333333,1317.0,69.0,522.0,17.0,2733.0,27,0.05239179954441914,19.333333333333332,Kayseri,2025-08-26,82.5,55.5,69.1,80.6,55.5,68.7,48.9,53.0,0.0,0,0.0,,0.0,0.0,26.6,11.4,321.5,1015.2,9.9,6.2,294.9,25.3,9,,2025-08-26T06:01:49,2025-08-26T19:17:19,0.1,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",20.611111111111107,False,False,Summer
2025-08-27,0.5127207257762812,0.42,1319.0,24.0,227.0,17.5,2317.5,18,0.01819560272934041,12.61111111111111,Kayseri,2025-08-27,80.7,53.7,66.8,79.2,53.7,66.7,44.9,49.1,0.0,0,0.0,,0.0,0.0,18.1,10.3,311.5,1016.3,0.0,6.2,296.1,25.5,9,,2025-08-27T06:02:43,2025-08-27T19:15:51,0.13,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",19.333333333333332,False,False,Summer
2025-08-28,0.47269453797231575,0.3916666666666667,1760.0,0.0,21.0,13.666666666666666,3591.0,27,0.0,0.7777777777777778,Kayseri,2025-08-28,82.5,48.3,67.4,80.5,48.3,66.9,45.0,48.9,0.0,0,0.0,,0.0,0.0,19.2,9.2,293.6,1015.9,0.0,6.2,294.2,25.4,9,,2025-08-28T06:03:36,2025-08-28T19:14:23,0.17,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",19.66666666666667,False,False,Summer
2025-08-29,0.6433747194163861,0.6795454545454545,1692.0,0.0,3.0,18.0,2616.0,18,0.0,0.16666666666666666,Kayseri,2025-08-29,87.9,51.9,71.5,85.0,51.9,70.7,49.0,49.3,0.0,0,0.0,,0.0,0.0,18.8,11.4,299.3,1015.0,7.3,6.2,286.4,24.8,9,,2025-08-29T06:04:30,2025-08-29T19:12:53,0.2,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",21.944444444444443,False,False,Summer
2025-09-01,0.4993025938396309,0.5083333333333333,1889.0,14.0,66.0,14.333333333333334,3591.0,27,0.007411328745367919,2.4444444444444446,Kayseri,2025-09-01,94.9,53.5,75.2,90.3,53.5,73.6,39.9,32.9,0.0,0,0.0,,0.0,0.0,20.6,6.9,357.6,1012.7,0.0,6.2,288.7,25.1,9,,2025-09-01T06:07:09,2025-09-01T19:08:22,0.29,Clear,Clear conditions throughout the day.,clear-day,LTAU,24.0,False,False,Autumn
2025-09-02,0.532829529866567,0.5555555555555556,1976.0,50.0,53.0,14.666666666666666,3591.0,27,0.025303643724696356,1.962962962962963,Kayseri,2025-09-02,93.1,55.3,75.1,89.1,55.3,73.8,44.3,36.5,0.0,0,0.0,,0.0,0.0,22.1,9.2,1.3,1010.3,12.3,6.2,278.8,24.0,9,,2025-09-02T06:08:02,2025-09-02T19:06:50,0.33,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",23.944444444444443,False,False,Autumn
2025-09-03,0.5746941638608306,0.551111111111111,2126.0,37.0,4.0,15.074074074074074,3591.0,27,0.017403574788334902,0.14814814814814814,Kayseri,2025-09-03,84.3,60.9,73.1,82.1,60.9,72.6,50.2,47.7,0.0,0,0.0,,0.0,0.0,28.2,12.8,330.3,1011.4,9.5,6.2,277.9,24.0,9,,2025-09-03T06:08:55,2025-09-03T19:05:18,0.36,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",22.83333333333333,False,False,Autumn
2025-09-04,0.6553734567901235,0.507638888888889,2527.0,43.0,104.0,15.0,4069.6153846153848,36,0.01701622477245746,2.888888888888889,Kayseri,2025-09-04,82.5,53.7,68.6,81.1,53.7,68.4,51.0,56.2,0.0,0,0.0,,0.0,0.0,23.5,13.9,40.8,1013.1,32.9,6.2,203.0,17.6,6,,2025-09-04T06:09:48,2025-09-04T19:03:46,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",20.33333333333333,False,False,Autumn
2025-09-05,0.6591817367220593,0.5111111111111111,2654.0,37.0,16.0,14.838709677419354,3907.5,31,0.013941220798794273,0.5161290322580645,Kayseri,2025-09-05,86.1,57.3,72.7,83.7,57.3,72.1,51.2,50.7,0.0,0,0.0,,0.0,0.0,16.6,8.1,16.9,1014.3,21.9,6.2,270.3,23.3,9,,2025-09-05T06:10:41,2025-09-05T19:02:13,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",22.61111111111111,False,False,Autumn
2025-09-08,0.6102836417395242,0.46805555555555556,2765.0,85.0,71.0,15.0,3995.7692307692305,28,0.03074141048824593,2.5357142857142856,Kayseri,2025-09-08,75.3,57.3,64.0,75.3,57.3,64.0,52.7,67.6,0.112,100,50.0,rain,0.0,0.0,18.1,12.8,23.6,1013.5,76.0,6.0,207.3,17.9,7,,2025-09-08T06:13:20,2025-09-08T18:57:32,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",17.77777777777778,True,True,Autumn
2025-09-09,0.5509920912983793,0.4333333333333333,2648.0,58.0,14.0,14.666666666666666,5015.7692307692305,29,0.02190332326283988,0.4827586206896552,Kayseri,2025-09-09,77.1,48.3,63.0,77.1,48.3,63.0,48.7,64.0,0.004,100,4.17,rain,0.0,0.0,19.2,10.3,318.7,1015.8,34.4,6.1,215.2,18.9,7,,2025-09-09T06:14:13,2025-09-09T18:55:57,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",17.22222222222222,True,False,Autumn
